timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1664438633517,986,FileUpload,200,OK,FileUploadTest 1-2,text,true,,3907,534731,20,20,http://practice.cybertekschool.com/upload,986,0,125
1664438633564,998,FileUpload,200,OK,FileUploadTest 1-3,text,true,,3907,534740,19,19,http://practice.cybertekschool.com/upload,998,0,172
1664438633610,977,FileUpload,200,OK,FileUploadTest 1-4,text,true,,3907,534749,18,18,http://practice.cybertekschool.com/upload,977,0,127
1664438633656,988,FileUpload,200,OK,FileUploadTest 1-5,text,true,,3907,534749,17,17,http://practice.cybertekschool.com/upload,988,0,124
1664438633706,980,FileUpload,200,OK,FileUploadTest 1-6,text,true,,3907,534755,16,16,http://practice.cybertekschool.com/upload,980,0,128
1664438633455,1260,FileUpload,200,OK,FileUploadTest 1-1,text,false,"The operation lasted too long: It took 1,260 milliseconds, but should not have lasted longer than 1,200 milliseconds.",3907,534749,15,15,http://practice.cybertekschool.com/upload,1260,0,165
1664438633756,1020,FileUpload,200,OK,FileUploadTest 1-7,text,true,,3907,534761,14,14,http://practice.cybertekschool.com/upload,1020,0,126
1664438633807,984,FileUpload,200,OK,FileUploadTest 1-8,text,true,,3907,534746,13,13,http://practice.cybertekschool.com/upload,984,0,122
1664438633857,1011,FileUpload,200,OK,FileUploadTest 1-9,text,true,,3907,534758,12,12,http://practice.cybertekschool.com/upload,1010,0,126
1664438633905,1010,FileUpload,200,OK,FileUploadTest 1-10,text,true,,3907,534740,11,11,http://practice.cybertekschool.com/upload,1010,0,134
1664438633957,1012,FileUpload,200,OK,FileUploadTest 1-11,text,true,,3907,534734,10,10,http://practice.cybertekschool.com/upload,1012,0,129
1664438634006,1044,FileUpload,200,OK,FileUploadTest 1-12,text,true,,3907,534746,9,9,http://practice.cybertekschool.com/upload,1044,0,136
1664438634158,1014,FileUpload,200,OK,FileUploadTest 1-15,text,true,,3907,534734,8,8,http://practice.cybertekschool.com/upload,1014,0,136
1664438634056,1128,FileUpload,200,OK,FileUploadTest 1-13,text,true,,3907,534761,7,7,http://practice.cybertekschool.com/upload,1128,0,128
1664438634257,1006,FileUpload,200,OK,FileUploadTest 1-17,text,true,,3907,534731,6,6,http://practice.cybertekschool.com/upload,1005,0,140
1664438634304,1011,FileUpload,200,OK,FileUploadTest 1-18,text,true,,3907,534740,5,5,http://practice.cybertekschool.com/upload,1011,0,155
1664438634206,1109,FileUpload,200,OK,FileUploadTest 1-16,text,true,,3907,534755,5,5,http://practice.cybertekschool.com/upload,1109,0,126
1664438634106,1209,FileUpload,200,OK,FileUploadTest 1-14,text,false,"The operation lasted too long: It took 1,209 milliseconds, but should not have lasted longer than 1,200 milliseconds.",3907,534737,5,5,http://practice.cybertekschool.com/upload,1209,0,123
1664438634356,1006,FileUpload,200,OK,FileUploadTest 1-19,text,true,,3907,534749,2,2,http://practice.cybertekschool.com/upload,1006,0,148
1664438634405,1038,FileUpload,200,OK,FileUploadTest 1-20,text,true,,3907,534758,1,1,http://practice.cybertekschool.com/upload,1038,0,156
1110,OK,true,3907,20,20,1110,0,161
1060,OK,true,3907,19,19,1060,0,126
1091,OK,true,3907,18,18,1091,0,128
1188,OK,true,3907,18,18,1188,0,124
1115,OK,true,3907,16,16,1115,0,126
1113,OK,true,3907,15,15,1113,0,124
1105,OK,true,3907,14,14,1104,0,125
1110,OK,true,3907,13,13,1110,0,133
1117,OK,true,3907,12,12,1117,0,122
1123,OK,true,3907,11,11,1123,0,129
1148,OK,true,3907,10,10,1148,0,164
1107,OK,true,3907,9,9,1106,0,127
1108,OK,true,3907,8,8,1108,0,137
1066,OK,true,3907,7,7,1064,0,185
1164,OK,true,3907,7,7,1164,0,225
1315,OK,false,3907,7,7,1315,0,127
1122,OK,true,3907,4,4,1122,0,196
1222,OK,false,3907,4,4,1221,0,273
1022,OK,true,3907,4,4,1022,0,161
1941,OK,false,3907,1,1,1941,0,124
